Trans Closed - Time,Voided Line,Voided Qty + Final Qty,Voided Qty,Final Qty,Voided Value,Voided Item,Voided Item Cat,First Tendered Item,First Tendered Item Cat,Final Tendered Qty,Final Tendered Amt,Category
0.001539352,2,3,2,1,4,102701,102,102738,102,1.26,0,1
0.001539352,2,3,2,1,4,103207,102,102738,102,1.26,0,1
0.000474537,1,3,2,1,8.2,100204,603,102737,102,1,2,1
0.001435185,5,8,7,1,14.1,102738,102,102738,102,1,2,1
0.001238426,5,8,7,1,14.1,107527,102,102738,102,1,2,1
0.001238426,5,8,7,1,14.1,102596,102,102738,102,1,2,1
0.001238426,5,8,7,1,14.1,102702,102,102738,102,1,2,1
0.001238426,5,8,7,1,14.1,106557,102,102738,102,1,2,1
0.000543981,4,11,10,1,19.2,102933,102,102738,102,1,2,1
0.000543981,4,11,10,1,19.2,102698,102,102738,102,1,2,1
0.000520833,4,11,10,1,19.2,103078,201,102738,102,1,2,1
0.000509259,4,11,10,1,19.2,104358,211,102738,102,1,2,1
0.000810185,5,10,9,1,35.2,103964,1001,102737,102,1,2,1
0.000925926,5,10,9,1,35.2,104639,604,102737,102,1,2,1
0.000902778,5,10,9,1,35.2,106819,901,102737,102,1,2,1
0.000914352,5,10,9,1,35.2,104153,604,102737,102,1,2,1
0.000798611,5,10,9,1,35.2,102910,9801,102737,102,1,2,1
0.000601852,1,2,1,1,2,102738,102,102738,102,1,2,1
0.000613426,5,8,7,1,10.2,102701,102,102738,102,1,2,1
0.000613426,5,8,7,1,10.2,107732,102,102738,102,1,2,1
0.000613426,5,8,7,1,10.2,103207,102,102738,102,1,2,1
0.000613426,5,8,7,1,10.2,102697,102,102738,102,1,2,1
0.000613426,5,8,7,1,10.2,102702,102,102738,102,1,2,1
0.000405093,4,6,5,1,10,103207,102,102738,102,1,2,1
0.000405093,4,6,5,1,10,102700,102,102738,102,1,2,1
0.000405093,4,6,5,1,10,104209,102,102738,102,1,2,1
0.000405093,4,6,5,1,10,102702,102,102738,102,1,2,1
0.000462963,3,5,4,1,8,103207,102,102738,102,1,2,1
0.000462963,3,5,4,1,8,104209,102,102738,102,1,2,1
0.000462963,3,5,4,1,8,102700,102,102738,102,1,2,1
0.000335648,5,7,6,1,9.4,102702,102,102738,102,1,2,1
0.000335648,5,7,6,1,9.4,102701,102,102738,102,1,2,1
0.000335648,5,7,6,1,9.4,102700,102,102738,102,1,2,1
0.000335648,5,7,6,1,9.4,104208,102,102738,102,1,2,1
0.000335648,5,7,6,1,9.4,105313,102,102738,102,1,2,1
0.000208333,1,2,1,1,2,102738,102,102738,102,1,2,1
0.000740741,6,8,6,2,30.4,102309,104,102311,104,2,0.3,1
0.000868056,6,8,6,2,30.4,103980,104,102311,104,2,0.3,1
0.001261574,6,8,6,2,30.4,106484,101,102311,104,2,0.3,1
0.001134259,6,8,6,2,30.4,102311,104,102311,104,2,0.3,1
0.000613426,6,8,6,2,30.4,102309,104,102311,104,2,0.3,1
0.001458333,6,8,6,2,30.4,102309,104,102311,104,2,0.3,1
0.000543981,1,1,1,0,2.5,104210,101,104210,101,0.08,2.5,1
0.003333333,5,17,18,1,19.6,102738,102,106153,603,1,1.9,1
0.003217593,5,17,18,1,19.6,105313,102,106153,603,1,1.9,1
0.002407407,5,17,18,1,19.6,105313,102,106153,603,1,1.9,1
0.002037037,5,17,18,1,19.6,102699,102,106153,603,1,1.9,1
0.002037037,5,17,18,1,19.6,105313,102,106153,603,1,1.9,1
0.000428241,1,3,1,2,6.5,106248,211,106154,603,2,0,1
0.000868056,1,2,1,1,13.9,108000,208,103105,101,1.08,0.1,1
0.000833333,3,6,5,1,10,102701,102,102738,102,1,2,1
0.000949074,3,6,5,1,10,102738,102,102738,102,1,2,1
0.000833333,3,6,5,1,10,103207,102,102738,102,1,2,1
0.001863426,1,3,1,2,2.9,102313,106,101774,602,2,0.7,1
0.000243056,1,4,3,1,2.4,102697,102,102738,102,1.25,0,1
0.000150463,1,3,1,2,0.55,102737,102,107207,610,2,1,1
0.000902778,1,3,1,2,2.8,108016,809,100287,607,2,0.4,1
0.000405093,1,1,2,1,2,101975,605,107372,101,1,0.9,1
0.001481481,4,4,6,2,8,102700,102,102738,102,2.13,0,1
0.001331019,4,4,6,2,8,104209,102,102738,102,2.13,0,1
0.001296296,4,4,6,2,8,102700,102,102738,102,2.13,0,1
0.000752315,4,4,6,2,8,102700,102,102738,102,2.13,0,1
0.000289352,1,1,1,0,3.3,104143,608,103839,101,0.1,0,1
0.001481481,10,11,12,1,15.8,102738,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,102699,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,102700,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,102701,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,102933,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,103207,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,105313,102,102910,9801,1,0.2,1
0.000798611,10,11,12,1,15.8,107735,102,102910,9801,1,0.2,1
0.000740741,10,11,12,1,15.8,102910,9801,102910,9801,1,0.2,1
0.000104167,10,11,12,1,15.8,106153,603,102910,9801,1,0.2,1
0.00193287,3,4,5,1,25.4,104294,105,102910,9801,1,0.2,1
0.000416667,3,4,5,1,25.4,107464,609,102910,9801,1,0.2,1
0.000405093,3,4,5,1,25.4,106068,502,102910,9801,1,0.2,1
0.011238426,10,10,11,1,64.49,101291,901,102042,502,1,1.4,1
0.011215278,10,10,11,1,64.49,102113,902,102042,502,1,1.4,1
0.011203704,10,10,11,1,64.49,107467,902,102042,502,1,1.4,1
0.011145833,10,10,11,1,64.49,108001,211,102042,502,1,1.4,1
0.011157407,10,10,11,1,64.49,108001,211,102042,502,1,1.4,1
0.011111111,10,10,11,1,64.49,103456,201,102042,502,1,1.4,1
0.011087963,10,10,11,1,64.49,105708,201,102042,502,1,1.4,1
0.011064815,10,10,11,1,64.49,106034,201,102042,502,1,1.4,1
0.010821759,10,10,11,1,64.49,107456,204,102042,502,1,1.4,1
0.00775463,10,10,11,1,64.49,107456,204,102042,502,1,1.4,1
0.000347222,1,3,1,2,10.3,106421,204,103069,601,2,0,1
0.000925926,1,1,2,1,15.9,101939,1001,102910,9801,1,0.2,1
0.028912037,5,5,6,1,29.7,107798,503,102910,9801,1,0.2,1
0.028865741,5,5,6,1,29.7,104210,101,102910,9801,1,0.2,1
0.001087963,5,5,6,1,29.7,106261,101,102910,9801,1,0.2,1
0.000659722,5,5,6,1,29.7,107443,901,102910,9801,1,0.2,1
0.000601852,5,5,6,1,29.7,102307,104,102910,9801,1,0.2,1
0.000486111,1,1,2,1,1.3,108014,102,102738,102,1.08,2.7,1
0.001782407,2,2,4,2,5.67,102738,102,104917,102,2,1.8,1
0.001134259,2,2,4,2,5.67,107357,211,104917,102,2,1.8,1
0.000347222,3,6,5,1,11.5,102738,102,102738,102,1,2,1
0.000613426,3,6,5,1,11.5,106557,102,102738,102,1,2,1
0.000520833,3,6,5,1,11.5,102738,102,102738,102,1,2,1
0.000289352,1,1,2,1,17.4,102803,1001,102910,9801,1,0.2,1
0.000729167,1,2,1,1,4.4,100020,606,102910,9801,1,0.2,1
0.000451389,3,4,3,1,20.7,104342,201,102910,9801,1,0.2,1
0.000648148,3,4,3,1,20.7,104917,102,102910,9801,1,0.2,1
0.000509259,3,4,3,1,20.7,106255,108,102910,9801,1,0.2,1
0.003356481,2,2,4,2,3.51,106807,305,105225,204,2,2.8,1
0.003240741,2,2,4,2,3.51,103982,104,105225,204,2,2.8,1
0.003009259,7,12,13,1,15.6,103207,102,102738,102,1.4,2,1
0.002997685,7,12,13,1,15.6,102701,102,102738,102,1.4,2,1
0.002997685,7,12,13,1,15.6,102702,102,102738,102,1.4,2,1
0.002997685,7,12,13,1,15.6,102700,102,102738,102,1.4,2,1
0.002303241,7,12,13,1,15.6,102698,102,102738,102,1.4,2,1
0.002199074,7,12,13,1,15.6,103207,102,102738,102,1.4,2,1
0.002106481,7,12,13,1,15.6,102697,102,102738,102,1.4,2,1
0.000266204,2,2,3,1,12.45,106254,101,102910,9801,1,0.2,1
0.000138889,2,2,3,1,12.45,107990,101,102910,9801,1,0.2,1
0.000150463,2,2,3,1,9.7,107077,101,102910,9801,1,0.2,1
0.0000926,2,2,3,1,9.7,102910,9801,102910,9801,1,0.2,1
0.000416667,2,2,3,1,12.2,107710,401,102910,9801,1,0.2,1
0.000289352,1,1,2,1,10.2,106323,902,102910,9801,1,0.2,1
0.635972222,22,32,31,1,114.3,102738,102,102910,9801,1,1,1
0.001527778,1,2,1,1,8.5,105086,213,102538,201,1.2,1.9,1
0.00068287,1,4,1,3,0.33,102702,102,102738,102,3.07,0,1
0.000300926,1,1,2,1,2.5,102301,603,100912,212,1,1.4,1
0.000115741,1,1,2,1,3.37,107516,104,100851,609,1,2.9,1
0.00025463,1,1,1,0,3.5,102691,101,102691,101,0.07,0,1
0.000474537,1,1,1,0,3.5,102691,101,102691,101,0.07,0,1
0.00068287,1,1,2,1,3.9,104880,106,104881,106,1,0,1
0.000335648,1,1,2,1,3.9,104740,106,102313,106,1,2.9,1
0.00037037,1,1,2,1,2,105063,212,105063,212,1,2,1
0.000439815,1,1,2,1,2.9,103815,106,102313,106,1,2.9,1
0.000138889,1,1,2,1,3.9,107289,106,102313,106,1,2.9,1
0.0003125,1,1,2,1,3.9,107978,106,103815,106,1,2.9,1
0.003298611,2,2,3,1,9.8,107368,502,106153,603,1,1.9,1
0.003217593,2,2,3,1,9.8,105214,212,106153,603,1,1.9,1
0.000115741,1,1,3,2,6.9,102307,104,100742,212,2,2.2,1
0.001296296,1,1,2,1,2.2,104766,212,100209,605,1,2.6,1
0.000104167,1,1,2,1,3.9,108219,106,103815,106,1,2.9,1
0.001041667,1,1,2,1,3.3,101259,902,103218,902,1,1.4,1
0.001793981,1,1,2,1,2.4,107271,902,107271,902,1,2.4,1
0.000266204,1,1,2,1,0,102313,106,104740,106,1,0,1
0.000300926,1,1,2,1,2.9,102313,106,102313,106,1,2.9,1
0.000266204,2,3,2,1,7.92,102737,102,107517,104,1,0,1
0.000115741,1,2,1,1,2,102738,102,107225,605,1,2,1
0.000150463,1,2,1,1,3,107587,102,104768,212,1,2.2,1
0.000138889,2,3,2,1,7.9,102737,102,107660,203,1,2.5,1
0.000138889,4,5,4,1,17.8,102737,102,106392,901,1,2,1
0.000150463,1,2,1,1,2,102737,102,103982,104,1,2.92,1
0.000127315,1,2,1,1,2,102737,102,103982,104,1,2.92,1
0.00099537,4,5,4,1,17.8,102738,102,106392,901,1,2,1
0.000115741,1,2,1,1,2,102738,102,106592,605,1,2.4,1
0.000196759,1,2,1,1,2,102737,102,102305,104,1,0,1
0.000138889,1,2,1,1,2,102737,102,102645,212,1,1.1,1
0.000520833,5,7,6,1,12.5,102738,102,103980,104,1,2.9,1
0.00037037,1,2,1,1,2,102738,102,103687,108,1,0,1
0.00025463,1,2,1,1,2,102737,102,103980,104,1,2.9,1
0.000138889,1,2,1,1,2,102738,102,102313,106,1,2.9,1
0.000208333,1,2,1,1,2,102737,102,100203,603,1,2.4,1
0.000613426,1,2,1,1,2,102738,102,108221,106,1,2.9,1
0.000405093,1,2,1,1,2,102738,102,101313,604,1,2.6,1
0.000104167,1,2,1,1,2,102737,102,100203,603,1,2.4,1
0.000104167,1,2,1,1,2,102737,102,106591,605,1,2.4,1
0.009293981,30,63,62,1,240.7,102738,102,100208,605,1,2.6,1
0.009837963,30,63,62,1,240.7,102738,102,100208,605,1,2.6,1
0.009965278,30,63,62,1,240.7,102737,102,100208,605,1,2.6,1
0.006273148,30,63,62,1,240.7,102738,102,100208,605,1,2.6,1
0.000902778,30,63,62,1,240.7,102738,102,100208,605,1,2.6,1
0.004988426,30,63,62,1,240.7,102738,102,100208,605,1,2.6,1
0.007858796,30,63,62,1,240.7,102738,102,100208,605,1,2.6,1
0.000104167,1,2,1,1,2,102738,102,100209,605,1,2.6,1
0.002766204,8,15,14,1,14.1,102738,102,102910,9801,1,0.2,1
0.001111111,8,15,14,1,14.1,102738,102,102910,9801,1,0.2,1
0.001469907,8,15,14,1,14.1,102738,102,102910,9801,1,0.2,1
0.000335648,1,2,1,1,5.17,102307,104,102307,104,1,0,1
0.001597222,1,2,1,1,2.9,108221,106,100707,602,1,3,1
0.000138889,1,2,1,1,1.9,106153,603,106153,603,1,1.9,1
0.000474537,1,2,1,1,2.9,104272,603,102910,9801,1,0.2,1
0.000428241,1,2,1,1,5.17,102306,104,102306,104,1,0,1
0.000486111,1,2,1,1,3.9,104740,106,104740,106,1,0,1
0.00025463,1,2,1,1,2,102737,102,103980,104,1,2.9,1
0.000787037,1,2,1,1,2.9,103980,104,103980,104,1,0,1
0.001099537,1,2,1,1,6.9,102311,104,104763,212,1,2.1,1
0.000613426,1,3,1,2,2.92,103982,104,104740,106,2,0.8,1
0.0009375,1,1,1,0,3.5,104037,101,103111,101,0.07,0,1
0.000219907,1,2,1,1,2.9,108021,106,102313,106,1,2.9,1
0.000324074,2,3,2,1,4.94,104433,101,106421,204,1,0.3,1
0.000300926,2,3,2,1,4.94,104433,101,106421,204,1,0.3,1
0.001006944,1,2,1,1,8.9,106449,108,104989,104,1,0,1
0.000648148,1,3,1,2,1.4,104617,502,107802,212,2,0.5,1
0.000763889,1,2,1,1,3.9,107289,106,102313,106,1,2.9,1
0.000266204,1,2,1,1,2.4,100203,603,100203,603,1,2.4,1
0.000416667,3,3,3,0,10.5,103108,101,102691,101,0.07,0,1
0.000405093,3,3,3,0,10.5,104037,101,102691,101,0.07,0,1
0.000439815,3,3,3,0,10.5,102691,101,102691,101,0.07,0,1
0.000555556,1,2,1,1,2.9,108021,106,108221,106,1,2.9,1
0.000300926,2,3,2,1,15,107079,101,101091,901,1,1.8,1
0.000185185,1,3,1,2,2,104198,901,106819,901,2,3,1
0.00150463,2,5,2,3,10.34,106331,206,100749,212,3,0.4,1
0.000648148,1,2,1,1,11,105147,1501,101091,901,1,1.8,1
0.000775463,1,4,1,3,4.4,102976,902,100287,607,3,0,1
0.004976852,5,7,6,1,26.8,102223,401,104607,212,1,1.1,1
0.000289352,1,2,1,1,1,102910,9801,108022,106,1,2.9,1
0.000509259,1,2,1,1,3.7,107868,203,104160,206,1,1.6,1
0.000706019,2,5,2,3,2,102910,9801,106331,206,3,0,1
0.000081,1,2,1,1,1,102910,9801,102910,9801,1,1,1
0.0034375,1,2,1,1,13.3,107033,1308,105538,101,1,0,1
0.008946759,1,3,2,1,7.8,101321,809,100208,605,1,2.6,1
0.000289352,1,4,1,3,9.6,105949,1501,100742,212,3,0,1
0.001516204,1,2,1,1,10.2,107382,605,105466,604,1,0,1
0.000972222,1,3,1,2,0,100743,212,107520,104,2,1.7,1
0.001921296,2,4,3,1,13.26,102307,104,103982,104,1,2.92,1
0.001435185,2,4,3,1,13.26,103982,104,103982,104,1,2.92,1
0.000289352,1,2,1,1,4.7,107077,101,100203,603,1.25,0.3,1
0.000763889,1,3,1,2,0.97,103982,104,100731,212,2,0,1
0.000486111,1,2,1,1,0.2,102910,9801,102910,9801,1,0.2,1
0.000347222,1,2,1,1,2.9,102313,106,102313,106,1,2.9,1
0.000196759,1,2,1,1,2.17,103980,104,102305,104,1,0,1
0.001238426,1,2,1,1,5.92,104989,104,102311,104,1,0,1
0.000462963,1,2,1,1,3.9,107289,106,102313,106,1,0,1
0.000416667,1,2,1,1,2.9,102313,106,102313,106,1,2.9,1
0.000381944,2,3,2,1,2.4,107838,902,104223,602,1,3,1
0.000358796,2,3,2,1,2.4,101466,902,104223,602,1,3,1
0.000729167,4,7,4,3,16,104772,212,104772,212,3,2.5,1
0.000717593,4,7,4,3,16,104776,212,104772,212,3,2.5,1
0.000740741,4,7,4,3,16,104775,212,104772,212,3,2.5,1
0.000706019,4,7,4,3,16,104776,212,104772,212,3,2.5,1
0.001527778,1,2,1,1,7.9,107991,101,106153,603,1,1.9,1
0.002650463,1,2,1,1,8.9,106255,108,104748,108,1,0,1
0.000127315,1,3,1,2,2,102737,102,100749,212,2,3,1
0.001805556,1,2,1,1,2.6,100208,605,100208,605,1,2.6,1
0.000300926,1,2,1,1,2.9,102313,106,102313,106,1,2.9,1
0.000266204,1,2,1,1,0,102313,106,104740,106,1,0,1
0.001793981,1,2,1,1,2.4,107271,902,107271,902,1,2.4,1
0.001041667,1,2,1,1,3.3,101259,902,103218,902,1,1.4,1
0.000104167,1,2,1,1,3.9,108219,106,103815,106,1,2.9,1
0.001296296,1,2,1,1,2.2,104766,212,100209,605,1,2.6,1
0.000115741,1,3,1,2,6.9,102307,104,100742,212,2,2.2,1
0.003217593,2,3,2,1,9.8,105214,212,106153,603,1,1.9,1
0.003298611,2,3,2,1,9.8,107368,502,106153,603,1,1.9,1
0.0003125,1,2,1,1,3.9,107978,106,103815,106,1,2.9,1
0.000138889,1,2,1,1,3.9,107289,106,102313,106,1,2.9,1
0.000439815,1,2,1,1,2.9,103815,106,102313,106,1,2.9,1
0.00037037,1,2,1,1,2,105063,212,105063,212,1,2,1
0.00037037,1,2,1,1,2.9,108221,106,108100,106,1,0,1
0.010706019,5,7,6,1,22.9,102319,211,101457,901,1,1.3,1
0.010636574,5,7,6,1,22.9,102910,9801,101457,901,1,1.3,1
0.010752315,5,7,6,1,22.9,101313,604,101457,901,1,1.3,1
0.010671296,5,7,6,1,22.9,100770,901,101457,901,1,1.3,1
0.010844907,5,7,6,1,22.9,105853,902,101457,901,1,1.3,1
0.000150463,1,2,1,1,2.9,108099,106,102313,106,1,2.9,1
0.000439815,2,3,2,1,5.8,108021,106,100203,603,1,2.4,1
0.000416667,2,3,2,1,5.8,102313,106,100203,603,1,2.4,1
0.000740741,2,3,2,1,13.8,104917,102,100275,607,1,3,1
0.000972222,2,3,2,1,13.8,106294,102,100275,607,1,3,1
0.00025463,1,2,1,1,4.9,107094,106,103745,902,1,1.6,1
0.000138889,1,2,1,1,7.5,108157,101,100743,212,1,1.1,1
0.001643519,2,3,2,1,15.8,107991,101,102313,106,1,2.9,1
0.00162037,2,3,2,1,15.8,107991,101,102313,106,1,2.9,1
0.000324074,2,3,2,1,6.8,107289,106,108221,106,1,2.9,1
0.000324074,2,3,2,1,6.8,104737,106,108221,106,1,2.9,1
0.001550926,2,3,2,1,11.5,104320,809,100211,605,1,2.6,1
0.001273148,2,3,2,1,11.5,100211,605,100211,605,1,2.6,1
0.000219907,1,2,1,1,3.9,105650,106,108221,106,1,0,1
0.000335648,1,2,1,1,3.9,104740,106,102313,106,1,2.9,1
0.00068287,1,2,1,1,3.9,104880,106,104881,106,1,0,1
0.000474537,1,1,1,0,3.5,102691,101,102691,101,0.07,0,1
0.00025463,1,1,1,0,3.5,102691,101,102691,101,0.07,0,1
0.000115741,1,2,1,1,3.37,107516,104,100851,609,1,2.9,1
0.000300926,1,2,1,1,2.5,102301,603,100912,212,1,1.4,1
0.000196759,1,1,1,0,3.5,104037,101,103108,101,0.1,0,1
0.000277778,1,2,1,1,3.9,104880,106,104880,106,1,0,1
0.000185185,1,1,1,0,3.5,102691,101,102691,101,0.07,0,1
0.000543981,1,2,1,1,2.9,102313,106,108221,106,1,2.9,1
0.000243056,1,2,1,1,2.9,102313,106,108221,106,1,2.9,1
0.000787037,1,2,1,1,3.9,107289,106,108221,106,1,2.9,1
0.000439815,1,2,1,1,4.9,104881,106,104880,106,1,0,1
0.000150463,1,2,1,1,9.6,105949,1501,100208,605,1,2.6,1
0.000833333,2,6,2,4,3,100752,212,100730,212,4,0,1
0.000856481,2,6,2,4,3,100754,212,100730,212,4,0,1
0.000659722,1,2,1,1,4.9,104881,106,106153,603,1,1.9,1
0.001215278,1,2,1,1,8.9,104320,809,106153,603,1,1.9,1
0.000127315,1,2,1,1,3.9,104880,106,104880,106,1,0,1
0.000775463,2,3,2,1,17.8,105537,101,100742,212,1,1.1,1
0.000636574,2,3,2,1,17.8,107991,101,100742,212,1,1.1,1
0.000405093,1,2,1,1,3.9,104740,106,102313,106,1,2.9,1
0.000972222,1,4,1,3,0.2,102910,9801,101975,605,3,0,1
0.002534722,2,4,2,2,11,103839,101,100275,607,2.1,0,1
0.002511574,2,4,2,2,11,103839,101,100275,607,2.1,0,1
0.001134259,1,3,1,2,2.9,103815,106,103815,106,2,2.9,1
0.000277778,1,2,1,1,6.9,102307,104,102311,104,1,0,1
0.000104167,1,2,1,1,3.9,107289,106,102313,106,1,2.9,1
0.000671296,2,3,2,1,4.5,106153,603,108046,601,1,0,1
0.000648148,2,3,2,1,4.5,100209,605,108046,601,1,0,1
0.000081,1,2,1,1,2.9,102313,106,102313,106,1,0,1
0.001122685,2,6,2,4,5.9,102441,501,102441,501,4.02,0.2,1
0.001053241,2,6,2,4,5.9,104212,212,102441,501,4.02,0.2,1
0.001111111,1,3,1,2,2.9,108021,106,102313,106,2,2.9,1
0.000428241,1,3,1,2,7,105338,501,105338,501,2,0,1
0.000150463,1,7,1,6,1.87,106948,101,104617,502,6.1,2.6,1
0.000196759,1,2,1,1,0.2,102910,9801,102910,9801,1,0.2,1
0.000300926,1,2,1,1,6.3,104286,201,104286,201,1,0,1
0.000104167,1,2,1,1,9.5,107077,101,100749,212,1,1.5,1
0.000196759,1,2,1,1,3.9,104740,106,102313,106,1,2.9,1
0.000196759,2,3,2,1,11.4,107764,602,102311,104,1,0,1
0.000162037,2,3,2,1,11.4,104160,206,102311,104,1,0,1
0.000185185,1,2,1,1,2.9,102313,106,104880,106,1,0,1
0.000428241,1,2,1,1,6.9,106960,108,104748,108,1,0,1
0.001273148,1,3,1,2,0.79,108027,606,100020,606,2,1.3,1
0.000439815,1,2,1,1,2.9,108221,106,108100,106,1,0,1
0.000763889,1,2,1,1,4.9,104881,106,104929,106,1,0,1
0.0000694,1,2,1,1,5.17,102307,104,103982,104,1,2.92,1
0.000416667,1,2,1,1,2,102738,102,102910,9801,1,0.2,1
0.00087963,1,3,2,1,5.8,108221,106,108221,106,1,2.9,1
0.000173611,1,2,1,1,2.9,102313,106,103815,106,1,2.9,1
0.000231481,1,2,1,1,2.9,102313,106,102313,106,1,2.9,1
0.0000694,2,3,2,1,7.8,104880,106,103815,106,1,2.9,1
0.000115741,2,3,2,1,7.8,104929,106,103815,106,1,2.9,1
0.000231481,1,2,1,1,2.6,108211,902,108221,106,1,2.9,1
0.000231481,2,3,2,1,6.5,104364,108,107991,101,1.25,1.8,1
0.001273148,2,3,2,1,6.5,103688,108,107991,101,1.25,1.8,1
0.001782407,1,2,1,1,7.8,102224,401,101344,601,1.1,0,1
0.002280093,2,4,2,2,10.65,106168,212,106168,212,2,2.4,1
0.002256944,2,4,2,2,10.65,108158,208,106168,212,2,2.4,1
0.000208333,1,2,1,1,2.9,108221,106,103815,106,1,2.9,1
0.000428241,1,2,1,1,0,106153,603,106253,101,1,0,1
0.000740741,4,5,4,1,9.9,102694,101,104740,106,1,0,1
0.000844907,4,5,4,1,9.9,103111,101,104740,106,1,0,1
0.000833333,4,5,4,1,9.9,102691,101,104740,106,1,0,1
0.000752315,4,5,4,1,9.9,106030,101,104740,106,1,0,1
0.000347222,1,1,1,0,0,103108,101,103108,101,0.1,0,1
0.0003125,1,3,1,2,1.1,100743,212,104989,104,2,0,1
0.000393519,1,3,1,2,5.5,104433,101,100212,602,2,0,1
0.005555556,1,2,1,1,10.3,106421,204,108160,203,1,2.5,1
0.000462963,1,3,1,2,7.5,107079,101,107079,101,2,0,1
0.000763889,1,1,1,0,3.5,103108,101,103111,101,0.07,0,1
0.00068287,1,2,1,1,6.5,100610,603,100208,605,1,2.6,1
0.016145833,1,2,1,1,10.5,105875,801,108051,108,1.2,1.7,1
0.000590278,2,4,2,2,2.47,103108,101,100730,212,2,0.4,1
0.000590278,2,4,2,2,2.47,104037,101,100730,212,2,0.4,1
0.0000694,1,2,1,1,3,100069,1501,100069,1501,1,3,1
0.001689815,5,8,7,1,35.4,108221,106,106296,102,1,0,1
0.002175926,5,8,7,1,35.4,107654,201,106296,102,1,0,1
0.0021875,5,8,7,1,35.4,104341,201,106296,102,1,0,1
0.001840278,5,8,7,1,35.4,106295,102,106296,102,1,0,1
0.001828704,5,8,7,1,35.4,106295,102,106296,102,1,0,1
0.000798611,3,4,3,1,9.9,108221,106,108221,106,1,0,1
0.000231481,3,4,3,1,9.9,100597,902,108221,106,1,0,1
0.000787037,3,4,3,1,9.9,108221,106,108221,106,1,0,1
0.000219907,1,2,1,1,2.9,108099,106,108221,106,1,2.9,1
0.000231481,2,3,2,1,5.8,108099,106,103815,106,1,2.9,1
0.000243056,2,3,2,1,5.8,108021,106,103815,106,1,2.9,1
0.00056713,2,3,2,1,11.8,105294,210,102313,106,1,2.9,1
0.000590278,2,3,2,1,11.8,108053,211,102313,106,1,2.9,1
0.007002315,1,2,1,1,4.3,107591,504,106592,605,1,2.4,1
0.000266204,1,2,1,1,2.6,106473,602,106473,602,1,2.6,1
0.000844907,1,2,1,1,8.9,108020,104,106153,603,1,1.9,1
0.000497685,2,3,2,1,4.9,102910,9801,104881,106,1,0,1
0.000300926,1,2,1,1,2.8,102562,901,101851,609,1,2.8,1
0.000173611,1,1,1,0,5.3,107164,902,104016,1303,0.25,1.7,1
0.000821759,1,3,1,2,3,100708,602,107964,602,2,0.8,1
0.003518519,1,2,1,1,9.2,105661,501,108022,106,1,2.9,1
0.000844907,2,3,2,1,7.7,107778,901,108022,106,1,2.9,1
0.001412037,3,4,3,1,10.4,105973,211,104403,1302,1,1.4,1
0.000127315,1,2,1,1,2.6,100208,605,100208,605,1,2.6,1
0.000752315,1,2,1,1,5.9,107961,610,106153,603,1,1.9,1
0.00037037,1,2,1,1,4.5,103719,203,104224,602,1,3,1
0.000127315,1,2,1,1,2,102737,102,102910,9801,1,1,1
0.000775463,2,5,2,3,2,108125,610,102738,102,3.22,2,1
0.00056713,4,5,4,1,6.4,103108,101,107099,210,1,0.5,1
0.000532407,4,5,4,1,6.4,102691,101,107099,210,1,0.5,1
0.000555556,4,5,4,1,6.4,103108,101,107099,210,1,0.5,1
0.000543981,4,5,4,1,6.4,102691,101,107099,210,1,0.5,1
0.000115741,1,2,1,1,2.9,108221,106,108221,106,1,2.9,1
0.001134259,2,3,2,1,12.6,102549,206,102549,206,1.1,2.6,1
0.001041667,2,3,2,1,12.6,105535,101,102549,206,1.1,2.6,1
0.000243056,1,2,1,1,7.8,105860,901,107573,901,1,1.7,1
0.000266204,1,1,1,0,3.5,103108,101,103111,101,0.07,0,1
0.000601852,8,9,8,1,63,107830,902,100067,1501,1,3,1
0.00068287,8,9,8,1,63,107420,902,100067,1501,1,3,1
0.000729167,8,9,8,1,63,107418,902,100067,1501,1,3,1
0.000474537,8,9,8,1,63,106165,301,100067,1501,1,3,1
0.000648148,8,9,8,1,63,105240,809,100067,1501,1,3,1
0.000810185,8,9,8,1,63,106932,1501,100067,1501,1,3,1
0.000439815,8,9,8,1,63,107831,902,100067,1501,1,3,1
0.000543981,8,9,8,1,63,107688,1306,100067,1501,1,3,1
0.002094907,1,4,1,3,7.2,107405,606,107399,606,3,1.2,1
0.000474537,1,3,1,2,21.6,105902,801,102042,502,2,2.8,1
0.023634259,1,2,1,1,3.9,108100,106,102910,9801,1,0.2,1
0.00025463,1,2,1,1,2.9,108021,106,108099,106,1,2.9,1
0.000115741,2,3,2,1,6.8,108021,106,108099,106,1,2.9,1
0.000115741,2,3,2,1,6.8,107289,106,108099,106,1,2.9,1
0.000208333,1,2,1,1,4.42,102305,104,103980,104,1,2.17,1
0.000439815,1,2,1,1,3.9,107289,106,102313,106,1,2.9,1
0.0000926,3,4,3,1,9.7,104737,106,102313,106,1,2.9,1
0.0000926,3,4,3,1,9.7,107289,106,102313,106,1,2.9,1
